District_Code,State_Name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Scheduled_Caste,Scheduled_Tribe,Workers_Total,Workers_Male,Workers_Female,Workers_Main,Workers_Marginal,Non_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Households_LPG_PNG,Households_Electric_Lighting,Households_Internet,Households_Computer,Households_Rural,Households_Urban,Households_Total,Education_Literate,Education_Illiterate,Education_Total,Age_0_29,Age_30_49,Age_50_plus,Households_Bicycle,Households_Car,Households_Two_Wheeler,Households_Phone,Households_TV,Households_Bathroom,Households_Toilet,State,District,Latitude,Longitude,Sex_Ratio,Literacy_Rate
571,KARNATAKA,2678980,1350594,1328386,1813391,1006024,807367,506901,209559,1354646,837512,517134,1078431,276215,1324334,2413812,245923,9130,477,187,5067,116539,562769,7971,41751,685443,204799,890242,1969712,686274,2655986,1351461,760936,564196,276586,14929,137806,372910,321848,519944,206821,Karnataka,Tumkur,13.592467760074973,77.02297966260545,983.5568646092015,67.68960574547029
573,KARNATAKA,1805769,905085,900684,1149649,638668,510981,265294,22402,871408,575203,296205,714901,156507,934361,1712695,77801,8506,322,299,3607,80452,391033,3367,20265,458867,103435,562302,1270494,504734,1775228,902307,527236,375100,192330,8188,96273,265094,236020,388674,159818,Karnataka,Mandya,12.574901806239744,76.81570098522172,995.1374732759907,63.66534146947921
574,KARNATAKA,1776421,883667,892754,1225256,668836,556420,345031,32329,903580,560452,343128,752387,151193,872841,1630814,120011,15611,289,623,5820,90599,400702,4851,23444,496103,132878,628981,1340398,401227,1741625,877340,522039,375918,138247,14979,97603,307439,272295,403052,171212,Karnataka,Hassan,12.945098749999998,76.11049549999997,1010.2832854457617,68.9732895524203
576,KARNATAKA,554519,274608,279911,412877,215302,197575,73584,58054,278938,172100,106838,258753,20185,275581,448986,87274,17130,139,126,250,40958,113931,3308,10758,181182,31792,212974,430787,91352,522139,276918,163360,113919,20075,16963,22161,104109,83016,125535,112626,Karnataka,Kodagu,12.39684468085106,75.79336595744688,1019.311163549496,74.4567814628534
577,KARNATAKA,3001127,1511600,1489527,1962180,1063766,898414,536643,334547,1314268,921803,392465,1082108,232160,1686859,2631985,290549,39361,1255,16194,14419,273706,640868,28397,80086,540596,380386,920982,2063359,747237,2810596,1580116,865220,553705,252546,40420,211066,472605,441131,611989,378503,Karnataka,Mysore,12.248100259403367,76.52881802853437,985.3975919555438,65.38143837298455
579,KARNATAKA,2566326,1301755,1264571,1427368,828359,599009,648782,65259,1087028,680001,407027,844237,242791,1479298,2011014,513125,8344,826,9589,4865,77334,404767,9752,52483,400704,199303,600007,1596603,883704,2480307,1570719,604665,388935,118463,12872,73797,307848,222126,340251,118792,Karnataka,Gulbarga,17.070459515951594,76.87503850385033,971.435485171941,55.61912243417243
581,KARNATAKA,1536401,776396,760005,1016219,564110,452109,465867,78875,717872,454048,263824,584590,133282,818529,1305431,199873,26722,253,150,2494,72407,309494,5051,27235,326567,151042,477609,1079088,399089,1478177,841499,419380,274240,127046,9208,85198,223139,209698,242038,141675,Karnataka,Kolar,13.312799881235172,78.01376947743476,978.8883507900607,66.14282339050807
583,KARNATAKA,990923,509172,481751,688749,385311,303438,213700,52903,459891,315499,144392,389989,69902,531032,890429,92252,5368,389,272,1045,77454,214253,3729,17066,231052,95410,326462,705888,205062,910950,535765,278153,176083,93908,10389,69005,165588,156967,201156,179589,Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,946.1458996174181,69.50580418458347
585,GOA,818008,416677,401331,663060,351738,311322,17606,56606,327658,239125,88533,269437,58221,490350,622213,57941,134169,618,553,546,132612,173951,23440,56266,115859,209230,325089,636063,99538,735601,380926,260533,175035,41713,44342,101378,158921,146307,159976,140924,Goa,North Goa,15.548723418714054,73.80667997909038,963.1705133712684,81.05788696443066
586,GOA,640537,322463,318074,502427,264085,238342,7843,92669,249590,180411,69179,206616,42974,390947,341664,63623,231961,855,542,563,102191,138810,17624,44299,88620,162873,251493,463596,88577,552173,314480,194872,130605,37799,35031,82436,128759,115535,129135,116414,Goa,South Goa,15.195278658183785,73.941792596877,986.3891361179423,78.43840402662141
588,KERALA,1307375,628613,678762,1037492,516476,521016,53283,48857,462998,325095,137903,372700,90298,844377,729987,486913,87454,151,362,130,74092,237670,10378,32484,251641,166164,417805,1068310,212905,1281215,688763,369883,246975,27736,19438,34267,239445,179664,236961,245747,Kerala,Kasaragod,12.33310309912974,75.07768497134369,1079.7772238245154,79.35687924275744
589,KERALA,2523003,1181446,1341557,2138434,1012956,1125478,83350,41371,824116,609377,214739,694209,129907,1698887,1509592,742483,262526,424,1118,193,115356,511167,32653,83940,306288,566191,872479,2290106,279352,2569458,1187177,741984,588081,66300,44108,76530,503214,423337,497016,530436,Kerala,Kannur,11.941523076923056,75.35209891725934,1135.5212172202537,84.75748938863728
590,KERALA,817420,401684,415736,645585,328136,317449,32578,151443,340077,228639,111438,263445,76632,477343,404460,234185,174453,61,312,1797,23028,149864,4712,15944,266183,11805,277988,678654,131211,809865,412806,246590,157326,15359,13027,22721,155220,109972,146524,170170,Kerala,Wayanad,11.715277464788736,76.07587007042254,1034.9827227372762,78.97837097208289
591,KERALA,3086293,1470942,1615351,2615443,1266939,1348504,199191,15228,948981,752333,196648,754187,194794,2137312,1734958,1211131,131516,297,235,601,145558,641660,36791,107602,323793,666543,990336,2744977,335520,3080497,1487644,909581,686109,94227,54277,149330,632201,490719,613671,668842,Kerala,Kozhikode,11.392924270557026,75.71158720159153,1098.1745031415242,84.74383345975252
592,KERALA,4112920,1960328,2152592,3311315,1597404,1713911,308266,22990,1062424,898157,164267,852047,210377,3050496,1135259,2888849,81556,205,179,68,139994,730119,27909,119918,634543,522586,1157129,3572086,622345,4194431,2406005,1041361,662311,96908,59145,138096,720497,485406,692169,754074,Kerala,Malappuram,10.97329875666072,75.93910775606876,1098.0774645875588,80.51007556675063
593,KERALA,2809934,1359478,1450456,2239492,1122600,1116892,403833,48972,1042340,746121,296219,875540,166800,1767594,1875980,812936,114397,220,238,78,178386,587583,27162,69440,665899,228442,894341,2371669,439934,2811603,1395222,802611,608966,101999,43458,145549,533223,447169,511877,564142,Kerala,Palakkad,10.784926903553291,76.49980490693744,1066.9212741949484,79.69909613535407
594,KERALA,3121200,1480763,1640437,2678548,1282261,1396287,324350,9430,1095727,789511,306216,929506,166221,2025473,1823442,532839,757484,259,278,62,338350,721625,56148,132774,336748,715119,1051867,2787333,307665,3094998,1394214,931841,792182,248933,84016,220583,671105,616644,712186,727823,Kerala,Thrissur,10.458932647907687,76.12321940836945,1107.8322459434764,85.81789055491478
595,KERALA,3282388,1619557,1662831,2855676,1425723,1429953,268411,16559,1249343,913249,336094,1061388,187955,2033045,1509557,514397,1248137,860,614,1176,499291,771287,88737,184167,369694,804997,1174691,2848777,268315,3117092,1396968,1024720,858010,250078,135307,322394,741106,696129,739614,774743,Kerala,Ernakulam,10.004879301987431,76.26957729035381,1026.7196523493772,86.99995247362591
596,KERALA,1108974,552808,556166,923010,471881,451129,145486,55815,516363,331710,184653,415947,100416,592611,541854,82206,481507,100,189,44,54626,244844,8250,24863,391610,20823,412433,958204,126589,1084793,494456,352163,261471,19378,21976,35855,247060,207519,203816,246878,Kerala,Idukki,9.80480963855423,77.04586641566264,1006.0744417591641,83.23098647939446
597,KERALA,1974551,968289,1006262,1749798,861592,888206,153909,21972,735735,530322,205413,604553,131182,1238816,983598,126499,858608,204,358,83,187213,464039,37849,83999,481967,196194,678161,1793308,134393,1927701,811653,596302,565048,76041,73096,122177,451226,406922,416985,464124,Kerala,Kottayam,9.643701174068417,76.46059673302705,1039.2165975240864,88.61751355118201
598,KERALA,2127789,1013142,1114647,1852797,890552,962245,201211,6574,804471,536738,267733,596387,208084,1323318,1460447,224545,435056,268,146,74,274392,507913,28842,71593,331419,392117,723536,1991380,163991,2155371,891512,648522,585591,229196,42404,144891,466736,425707,445638,490935,Kerala,Alappuzha,9.542602965599087,76.38010796263319,1100.1883250324238,87.07616215705599
600,KERALA,2635375,1246968,1388407,2240273,1074345,1165928,328263,10761,912025,644362,267663,695299,216726,1723350,1697635,508500,421598,208,272,63,263148,630767,31542,83133,523715,401415,925130,2341963,231286,2573249,1177359,795245,660965,157906,58867,144080,569631,525754,532705,626758,Kerala,Kollam,8.929388820570157,76.6360775852431,1113.426326898525,85.00775032016317
601,KERALA,3301427,1581678,1719749,2785408,1354857,1430551,372977,26759,1231669,864101,367568,921282,310387,2069758,2194057,452915,630573,404,301,76,343590,783872,71621,155321,559293,609824,1169117,2838716,309042,3147758,1488441,989238,820024,136964,96456,220675,697741,658734,613196,780821,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,1087.2940004223365,84.36981947503307
602,TAMIL NADU,3728104,1876062,1852042,2791721,1495711,1296010,821646,47243,1538054,1103563,434491,1247918,290136,2190050,3325823,143093,233633,1422,951,3693,621907,909400,75634,174279,387237,732196,1119433,2687680,610048,3297728,1925296,1154775,643614,374923,54505,363741,772398,857364,786843,636991,Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,987.1965851874832,74.88313094269903
603,TAMIL NADU,4646732,2335844,2310888,3776276,1968079,1808197,779667,10061,1817297,1369302,447995,1619554,197743,2829435,3751322,439270,358662,2851,2804,51708,910262,1096334,217368,355838,0,1314125,1314125,3642032,419065,4061097,2271657,1468902,899279,409796,146388,515581,1017122,1055696,1073399,1057802,Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,989.3160673401135,81.267350903818
604,TAMIL NADU,3998252,2012958,1985294,3013382,1611461,1401921,948081,41210,1673814,1181308,492506,1367378,306436,2324438,3537399,173785,256762,1620,990,4962,622095,961161,100322,200738,438799,774705,1213504,2867809,678374,3546183,2076492,1200284,715895,425865,68427,418526,832716,904619,805076,651240,Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,986.2570406337339,75.36748559120335
605,TAMIL NADU,3936331,1961688,1974643,2773928,1504355,1269573,860212,72955,1689330,1123874,565456,1360185,329145,2247001,3397857,414760,111390,676,438,3514,417535,865913,20623,69912,653499,486801,1140300,2965827,891430,3857257,2096113,1116437,720713,491133,20393,286002,653681,797713,693191,381181,Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,1006.6040063455555,70.46988680575896
606,TAMIL NADU,2464875,1235889,1228986,1626813,909803,717010,565329,90954,1238177,738995,499182,970072,268105,1226698,2294369,91636,66987,232,157,7898,176242,549077,6445,27529,563102,147061,710163,1782712,672427,2455139,1301347,683904,477668,309133,7851,138956,389329,505170,262010,135162,Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,994.4145469374677,65.9998174349612
608,TAMIL NADU,3482056,1781571,1700485,2285562,1285107,1000455,580512,119369,1694160,1083797,610363,1561030,133130,1787896,3326357,95487,53841,412,174,992,448968,835377,20660,63867,572813,597539,1170352,2335432,955045,3290477,1737345,1029479,713294,441388,30660,352121,650064,749932,573822,321173,Tamil Nadu,Salem,11.629324202127655,78.2478257978723,954.4862371468777,65.63828956225862
609,TAMIL NADU,1726601,869280,857321,1176131,653312,522819,345392,57059,898245,531463,366782,839152,59093,828356,1673652,32483,16909,183,108,84,265276,441044,8960,31581,370357,257127,627484,1200360,388418,1588778,817905,510413,397064,262313,18550,212434,352439,418420,330625,194417,Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,986.2426375851279,68.11828557958671
610,TAMIL NADU,2251744,1129868,1121876,1492662,828300,664362,369483,21880,1195773,732083,463690,1111051,84722,1055971,2115455,76098,55899,435,148,639,371015,595211,18604,58861,411286,432398,843684,1510680,608003,2118683,1006543,701326,542295,368604,33405,288543,483430,557479,503567,322847,Tamil Nadu,Erode,11.267012155963302,77.42034334862392,992.9266073559036,66.28915187516876
612,TAMIL NADU,2159775,1080938,1078837,1481834,816180,665654,452376,8064,1105155,665469,439686,963017,142138,1054620,1879494,105012,169945,313,256,71,209640,500057,9155,38677,443818,269724,713542,1595029,480681,2075710,1065734,647806,443528,222834,15538,147737,379839,458486,356703,187447,Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,998.0563177536546,68.61057286059891
613,TAMIL NADU,1064493,528184,536309,727044,401726,325318,221385,575,543298,329034,214264,508507,34791,521195,993666,53292,16483,115,29,7,135831,264949,4915,17995,212241,152420,364661,759410,276930,1036340,501585,320645,241843,153941,10648,117119,210748,250010,168148,118708,Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1015.3828968692728,68.29955669036809
615,TAMIL NADU,565223,282157,283066,375823,208011,167812,175289,2584,299726,162639,137087,255097,44629,265497,521658,32702,10301,83,39,38,49390,135751,1507,7745,155413,33179,188592,443373,109011,552384,291371,158218,115151,59863,2259,32178,103116,125953,56453,33135,Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,1003.2216106635667,66.49110174214425
616,TAMIL NADU,754894,374703,380191,480604,269582,211022,176230,10722,359851,212547,147304,272241,87610,395043,708397,7942,37403,104,88,65,39642,177502,1749,8371,223955,30322,254277,532701,233438,766139,380484,216103,157771,104900,2937,40913,134358,165150,40121,35933,Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,1014.6462665097424,63.66509735141622
617,TAMIL NADU,2605914,1311697,1294217,1815281,1000322,814959,763944,15702,1169880,749633,420247,837271,332609,1436034,2391675,123749,83334,401,236,1280,244610,598412,15396,50938,497429,260780,758209,1868837,634041,2502878,1364411,764669,473617,343988,19828,178515,470021,555029,293116,230004,Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,986.6737516362391,69.66005017817164
618,TAMIL NADU,1616450,798127,818323,1213008,640916,572092,509767,3756,671994,461174,210820,486328,185666,944456,1435072,128617,47579,184,450,963,143846,381940,5585,19692,399016,118724,517740,1306690,253572,1560262,828444,463326,323706,219886,9042,86939,282418,362211,155663,163184,Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1025.3042435602354,75.0414797859507
619,TAMIL NADU,1264277,626693,637584,946471,503085,443386,430927,3034,540168,369853,170315,412425,127743,724109,1132785,96092,33192,258,151,279,109580,303114,4416,15535,321331,86848,408179,1067502,175564,1243066,627880,377118,257116,189906,6790,72916,225629,287260,116640,130231,Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1017.378525051341,74.86262899665184
620,TAMIL NADU,2405890,1182416,1223474,1790998,944264,846734,455062,3561,974079,680483,293596,834484,139595,1431811,2075870,190814,133971,231,795,1256,223044,555582,13495,42912,479070,274302,753372,1812871,461123,2273994,1193095,712017,499235,343328,17231,161750,446982,522490,275134,272623,Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,1034.7238197047402,74.44222304427883
621,TAMIL NADU,1618345,803188,815157,1110545,608776,501769,284804,1283,761693,471099,290594,640248,121445,856652,1428784,114194,72850,119,81,32,82967,354493,4494,18272,399712,104229,503941,1167183,447346,1614529,835853,470428,311175,209024,7882,110324,286329,324444,112174,109247,Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1014.9018660637361,68.62226533897284
622,TAMIL NADU,1339101,668672,670429,959744,526304,433440,227746,790,620171,391305,228866,461102,159069,718930,1186078,74310,75481,150,80,109,113822,314270,5773,24456,309224,143193,452417,998410,311112,1309522,666218,391356,280462,172619,8222,91250,258837,304124,149850,139173,Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1002.6275961906586,71.67077016595462
623,TAMIL NADU,3038252,1526475,1511777,2273430,1223810,1049620,408976,11096,1354632,902704,451928,1173902,180730,1683620,2760502,168881,97711,520,199,1532,391821,754141,34097,95311,417718,592723,1010441,2398674,449125,2847799,1528178,913715,593827,325803,30852,228557,618922,708942,551839,472221,Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,990.3712802371477,74.82690705050142
624,TAMIL NADU,1245899,625683,620216,870080,479403,390677,258200,1835,591642,368900,222742,530591,61051,654257,1148990,56751,37574,152,79,28,147529,312310,4667,18830,189328,221295,410623,891561,270738,1162299,618923,373564,252267,99044,6607,58034,209456,291879,275383,134167,Tamil Nadu,Theni,9.924066666666668,77.43458833333332,991.2623485055532,69.83551636208072
625,TAMIL NADU,1942288,967709,974579,1398788,760375,638413,399831,2294,950158,579111,371047,854066,96092,992130,1822626,47838,67405,245,87,98,235005,505950,10219,37357,363782,370942,734724,1450277,403246,1853523,987538,575006,378174,282826,9845,119486,353909,457317,317795,167021,Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1007.0992416108562,72.01753807880192
626,TAMIL NADU,1353445,682658,670787,978946,536487,442459,249008,1105,602977,392751,210226,486150,116827,750468,1047411,208038,91139,154,86,29,100484,291400,5172,22379,290478,126761,417239,1186606,107292,1293898,708322,389764,252888,125445,5524,49605,252000,284169,130578,120474,Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,982.610619080125,72.32994321897085
